,condition,odometer,mmr,sellingprice,using_time
421531,3.3,132817.0,5375,5500,9
7864,,24299.0,29900,31500,2
187731,2.9,100791.0,6975,7300,7
107873,3.8,57069.0,13950,12800,2
329604,2.9,29298.0,15450,15000,2
401389,3.6,46487.0,10850,11400,2
452127,4.9,74837.0,9725,9600,3
343148,4.4,21922.0,11000,11600,2
40707,4.4,1472.0,19000,19300,1
247562,3.3,46066.0,12400,11600,3
121257,4.3,18202.0,12850,14100,1
115197,3.7,105334.0,19900,22000,5
14435,4.2,37582.0,11900,13000,3
174732,4.0,11991.0,13550,13900,1
480137,2.0,118753.0,8400,8100,10
387401,2.6,102315.0,3350,2600,10
488087,4.1,11634.0,16200,15000,2
282127,3.3,40332.0,32000,29900,2
273078,2.0,134364.0,800,1300,14
330199,4.7,59534.0,13600,13600,2
509371,1.9,117703.0,5850,7000,5
504184,4.3,34760.0,13100,13100,1
515273,4.4,38572.0,29300,30000,4
272210,3.5,63459.0,13900,13900,3
366918,4.2,140111.0,22100,21700,7
34901,4.2,36660.0,10000,10000,1
295371,1.9,95057.0,14750,12100,4
179713,4.1,90507.0,9825,9800,3
383223,4.7,23758.0,36100,36100,2
31229,2.3,113099.0,2275,2100,14
395196,4.2,30858.0,10350,10700,2
448592,,23653.0,21600,16000,2
129011,3.9,22923.0,17450,16500,2
432863,2.3,100332.0,1700,1100,8
162336,4.0,41863.0,21600,22800,4
260546,3.4,112308.0,4475,3500,8
367869,4.4,4225.0,35800,37000,1
466615,3.7,84227.0,9250,9700,4
324976,2.5,44694.0,11450,10800,3
159439,4.2,22354.0,25400,25000,1
466413,2.8,48734.0,9675,10100,2
147095,4.4,44137.0,11500,12000,3
106825,3.5,31684.0,40000,40000,2
66527,1.0,33794.0,10550,6800,2
122508,,11889.0,32300,29300,2
121952,3.8,11586.0,14100,15500,2
21822,4.9,5953.0,14950,15500,2
454610,1.9,170249.0,3075,2600,8
432696,,91057.0,6125,6300,6
352970,2.0,127411.0,4225,3000,10
102205,4.3,27640.0,21700,24200,3
94070,3.6,44167.0,8900,9200,2
47557,3.1,4481.0,16300,14800,1
324995,4.1,39840.0,16900,16000,3
386362,4.9,92400.0,15050,14000,7
174697,3.7,94790.0,8125,8100,3
109704,1.9,76267.0,6475,6500,5
121370,4.3,17883.0,29500,28600,1
501504,2.4,80204.0,12150,11000,7
240252,2.7,119006.0,7625,6600,6
237236,4.5,16585.0,15550,15100,1
227623,2.3,97497.0,2800,2800,13
546585,4.6,6601.0,21300,22250,1
454268,4.4,75314.0,25900,26250,4
176369,3.1,121096.0,3950,5300,12
473875,3.4,91392.0,11950,11800,2
420326,1.9,231477.0,375,500,18
435882,3.1,146337.0,15850,18300,4
483935,4.0,12362.0,12700,12600,1
41568,3.3,77188.0,4450,5400,8
170604,2.0,53801.0,11000,9100,2
389261,1.9,138044.0,2300,1850,10
8229,2.8,1.0,24100,6100,11
377551,4.3,26603.0,13850,8600,4
16019,4.6,8972.0,17700,17800,2
177270,4.0,15862.0,19950,20300,1
325292,3.7,16487.0,12100,10400,2
546864,4.6,88629.0,19800,21500,7
383163,4.8,20695.0,15750,16000,2
538575,2.6,65372.0,8525,8100,5
501490,4.5,39013.0,17900,19900,4
179183,3.9,93096.0,8600,9500,5
342748,2.4,44628.0,10950,11400,3
233170,4.5,49798.0,21000,18500,4
242842,1.9,127570.0,4725,4100,6
503320,2.9,4280.0,34400,28400,1
259414,5.0,11.0,28200,17900,0
419137,4.2,21057.0,10850,11000,2
499023,3.7,25916.0,15050,14800,0
487674,4.1,26417.0,18050,19400,3
391060,3.8,36265.0,10800,9500,4
74088,,119075.0,5800,5500,7
139727,1.9,116313.0,4000,2500,9
365712,4.3,39915.0,16850,18300,3
29010,3.7,150366.0,3625,3500,8
178630,3.7,80203.0,17450,18900,4
514750,3.8,42348.0,11400,11200,1
269463,4.2,33059.0,13300,13300,3
175950,3.5,41901.0,16700,15300,2
139458,2.5,38778.0,15000,14800,4
217801,4.8,27594.0,11800,12200,1
274847,3.8,59684.0,15750,16700,5
391795,3.7,27433.0,12900,13500,3
184513,3.7,86019.0,10450,11000,3
532347,2.6,137693.0,5625,6300,8
234655,,155360.0,3900,4100,8
125738,4.2,16377.0,20400,20800,1
251857,4.4,60658.0,8425,8200,3
483361,4.0,25355.0,21700,21300,1
429466,2.0,90243.0,5775,3100,3
308748,4.4,19940.0,10550,10000,1
141422,2.8,39204.0,11450,11000,2
540855,1.9,60178.0,2150,1900,15
106833,1.9,37215.0,9625,7000,5
438188,2.8,90503.0,1575,2100,11
246800,2.7,153600.0,1975,2550,13
396386,2.9,74331.0,20300,19600,5
111235,5.0,64569.0,32500,34400,2
91778,3.3,12768.0,17850,15600,1
240991,1.0,228504.0,725,300,17
78969,3.4,85688.0,8200,7700,5
358337,3.6,54330.0,9300,9200,2
105623,1.9,156317.0,1400,1500,13
343346,3.3,23253.0,17100,16500,3
323579,3.4,133400.0,2625,3000,11
500548,1.9,165712.0,6275,4500,10
124210,2.1,134259.0,3900,3900,13
463136,3.2,121905.0,4500,5700,8
199666,3.4,97897.0,6975,7500,4
367702,4.9,5265.0,32100,33000,1
228308,3.6,122014.0,4450,4900,8
453887,3.8,84632.0,13850,13000,4
276146,3.8,46472.0,11900,11600,3
419425,2.4,106870.0,4050,3600,7
52876,2.4,90753.0,9450,11600,8
345280,4.5,36796.0,11450,11600,3
141887,2.9,124332.0,5275,4800,8
187692,1.9,107795.0,3550,1100,12
294504,3.5,10651.0,5175,6400,7
384596,4.0,47476.0,19300,21000,3
101376,4.3,33869.0,16500,16500,1
26026,4.9,87076.0,15000,17750,4
390389,4.6,51418.0,12150,12700,2
120103,4.3,72369.0,11250,14400,6
127913,4.1,26771.0,25700,27100,4
10265,4.4,31696.0,13850,13800,3
275471,4.4,45871.0,16600,17400,2
193987,1.9,103895.0,11650,11000,5
309768,4.2,20264.0,14650,14500,2
134194,4.7,60882.0,10600,12000,9
476674,4.3,28490.0,14400,14000,1
70639,3.8,39161.0,10500,10200,3
124140,3.0,89106.0,10900,11600,7
302584,3.7,79328.0,10500,11400,6
442844,1.9,135790.0,1200,550,13
89949,4.3,51039.0,14950,15000,1
305657,2.3,23688.0,21700,18700,0
520613,4.1,20635.0,21600,21800,2
453298,1.9,132579.0,6650,5800,9
352132,2.0,128448.0,750,600,19
285124,2.8,104485.0,7700,6900,10
504299,4.8,12920.0,10850,13300,5
531070,3.5,75801.0,11800,9400,5
23100,4.0,84428.0,7275,7400,9
174369,3.4,72804.0,11100,12500,4
25245,3.9,42821.0,27400,27750,2
455996,1.9,144295.0,4575,4100,7
210188,4.4,13331.0,16550,17800,1
536405,3.4,51031.0,8575,9000,3
377102,3.0,53766.0,9725,11200,4
458087,2.8,182128.0,5250,4000,5
320095,2.9,91381.0,14400,14300,4
426433,2.8,163084.0,5825,6900,15
181912,3.7,41662.0,10050,12100,6
79691,3.8,79536.0,35400,34000,3
482097,4.1,61838.0,15000,15100,2
240956,2.3,166570.0,900,900,14
516662,4.4,33263.0,13800,14500,2
251126,2.4,37363.0,26400,19200,3
230230,3.5,61924.0,15350,13500,4
59333,4.2,22078.0,33900,35725,2
84118,2.5,45657.0,9775,10800,3
448307,1.9,190292.0,3800,4000,8
327527,1.9,128472.0,4800,1600,8
512928,3.5,86738.0,17050,18800,3
317954,3.6,116171.0,3600,4500,10
354560,4.3,30600.0,19250,19750,4
375382,4.3,36463.0,18150,18900,3
8339,1.9,144077.0,1200,800,15
350847,4.0,42301.0,15050,14700,3
541106,4.9,8656.0,21400,21400,0
523041,4.2,46285.0,16150,18100,3
229282,2.8,245644.0,2175,2650,13
136400,4.5,27738.0,14900,14800,3
412377,4.7,24968.0,17150,18400,1
98897,3.7,37350.0,8725,9400,3
138489,3.0,48244.0,10050,11000,3
290644,4.4,67874.0,5800,7400,9
140809,4.2,31773.0,11100,11300,3
193099,2.0,45087.0,18800,16900,4
311986,3.5,34919.0,12650,12200,2
10794,2.8,161246.0,9375,9100,7
25626,4.6,62306.0,33800,33500,3
352759,4.5,45782.0,3975,6300,10
107957,2.7,66106.0,11200,11000,3
409515,2.1,53700.0,14250,13600,2
499112,2.9,62596.0,11550,12900,4
256194,3.7,79928.0,5825,7400,8
516571,1.9,102095.0,7100,7000,7
140424,2.3,24720.0,28600,25000,4
267029,3.3,191546.0,1525,1700,12
305142,2.8,86672.0,8100,7000,5
271906,4.0,60230.0,12200,12200,2
236929,,77629.0,16050,15500,6
283720,4.9,4850.0,38700,37700,1
434007,2.3,134878.0,2525,3100,14
22177,3.9,101834.0,6425,7600,6
161602,4.2,12451.0,9425,9500,1
49788,2.5,133599.0,2625,2700,7
136343,2.8,24901.0,12400,10900,3
319274,2.5,47606.0,9725,9700,2
5983,3.0,31861.0,11600,9700,0
362625,4.4,5830.0,39900,38000,0
125412,4.1,33115.0,23200,24100,3
509916,4.4,18525.0,26400,25000,2
120930,4.8,15268.0,39000,40000,0
493241,3.5,47350.0,16600,15600,2
402300,4.2,34291.0,20800,22000,1
40113,3.9,94445.0,5400,7000,5
494090,4.4,24113.0,19100,17500,1
57124,3.8,61827.0,8500,8400,2
353766,2.0,177440.0,4375,4000,12
515717,4.2,48104.0,10100,8900,3
142233,4.2,49580.0,20400,21100,6
371324,2.3,161201.0,8825,6600,8
310148,4.3,39255.0,17150,17400,3
108251,2.4,48110.0,10600,9700,2
506867,3.6,106742.0,8225,10000,3
223068,3.1,62439.0,10300,9700,4
194297,1.9,56869.0,10200,9000,3
532932,4.4,54484.0,10850,10700,4
18107,3.6,87608.0,4375,5900,10
231530,3.1,84667.0,4275,4100,10
19596,2.0,187706.0,1900,1800,14
144277,3.8,43805.0,15650,16500,3
339983,3.5,94416.0,6475,6600,10
142280,3.8,99685.0,4525,5700,9
413249,1.9,236633.0,7250,6100,15
391769,5.0,47444.0,26500,28000,3
464485,4.4,54481.0,8900,9300,2
223614,2.0,122412.0,6925,6000,17
522769,2.2,49893.0,11750,10700,2
265556,2.3,20324.0,13600,12800,1
264031,3.6,40516.0,13150,12500,4
472578,4.7,36040.0,24900,26000,2
228651,2.7,110002.0,4525,3000,5
401110,2.7,148266.0,1525,2900,15
396729,4.0,23033.0,17850,18500,2
191374,,82295.0,3875,5600,10
466852,2.5,184477.0,2725,2700,10
124473,3.3,60083.0,19600,20700,5
534376,1.9,72515.0,4500,4800,9
537867,4.3,47866.0,28600,28400,2
76064,2.0,151924.0,1600,350,13
155488,3.3,13463.0,11900,10400,2
248408,4.6,16829.0,12550,12900,1
475098,4.1,85963.0,14250,15600,5
387143,2.6,89670.0,3350,3300,13
495840,3.9,27887.0,26800,27200,1
39987,2.0,31741.0,23700,21700,4
19899,4.1,70263.0,12200,12500,2
39045,4.9,9807.0,13550,13300,1
360913,,150643.0,1350,250,12
269708,4.8,6107.0,17150,18300,1
82913,3.3,19484.0,20400,21500,3
420906,3.8,17902.0,29400,27200,3
411831,1.9,114048.0,4800,3300,7
233281,2.4,28428.0,14950,12800,3
197939,3.8,38573.0,25900,24750,3
115490,2.6,93014.0,7625,7900,3
23849,4.1,60979.0,9275,10250,7
298066,3.8,28303.0,30600,31400,2
72740,2.9,80334.0,5300,6500,9
501967,4.2,45338.0,23300,24400,2
312936,1.9,114191.0,5125,5000,9
86656,3.7,59437.0,17100,16700,4
227744,3.9,80600.0,9750,9500,4
448002,3.9,86463.0,8950,13500,8
412913,2.9,63409.0,10400,11200,4
371865,3.7,124201.0,4325,6500,9
436750,1.9,120353.0,4350,2500,9
497680,4.2,30167.0,23700,22500,2
365524,4.7,11008.0,16350,20500,1
38834,4.4,37066.0,10900,11200,1
439573,3.5,120324.0,7200,6200,9
76613,1.6,133225.0,5325,4900,9
178380,4.3,56629.0,12150,12200,2
14581,2.9,54428.0,10750,11500,3
467951,3.6,59719.0,8725,9100,2
504629,2.8,125951.0,6225,5100,10
53556,1.9,347824.0,925,700,14
111661,4.1,84180.0,10300,10000,7
142842,3.4,105041.0,5200,5700,8
180258,1.9,24365.0,11750,6100,2
70766,4.0,29070.0,17750,18250,3
448102,2.1,99062.0,5775,3300,3
492115,4.3,22371.0,41000,42600,1
122128,4.2,36327.0,16400,17000,2
360210,3.3,109792.0,3650,4000,13
457260,3.8,115259.0,8375,8300,4
329309,3.5,49279.0,9625,9700,4
437045,3.3,81280.0,5950,7600,8
301429,4.7,33947.0,17050,17600,3
406984,4.3,51382.0,14200,14500,2
155757,4.2,28813.0,11250,13800,3
441281,1.9,157277.0,7300,7600,12
474617,4.0,37131.0,27200,27400,3
115715,2.7,98704.0,3625,5500,7
276038,4.0,20719.0,12400,12900,1
497782,3.5,37806.0,11050,10900,3
177289,4.0,24091.0,22100,22700,1
453952,2.8,116555.0,5375,5500,7
133060,3.5,74906.0,20600,22200,7
287986,1.9,146570.0,4450,3200,7
445805,2.9,65088.0,11500,11200,6
56802,4.0,53325.0,12850,12400,2
537651,,146054.0,14100,15000,9
313472,3.9,57924.0,9300,9100,2
325891,3.8,49715.0,9900,9200,7
438983,1.9,120755.0,3925,3100,9
479190,3.0,8998.0,17350,16500,1
480272,4.8,10381.0,10600,10700,1
122377,4.2,26664.0,25200,23500,3
429146,2.9,43384.0,18350,16900,2
260109,3.5,35636.0,16550,15800,1
284608,4.7,27419.0,12800,12800,3
120917,4.1,14296.0,36200,35750,0
32422,2.4,77142.0,3875,800,12
320450,,123243.0,2400,2100,8
66626,3.8,60583.0,15100,15000,2
323303,4.4,15234.0,23900,24250,4
300561,4.5,65063.0,16650,18500,4
550271,2.0,138204.0,2425,900,9
238058,3.5,101272.0,7700,7500,5
537201,4.4,27378.0,25200,25500,1
65352,4.3,47565.0,20700,22825,2
285578,4.4,54284.0,18450,22400,3
190528,2.5,105428.0,18950,17500,5
195352,4.2,83078.0,6850,7800,5
173868,2.3,13862.0,15850,13700,2
462820,2.9,180768.0,2275,2200,12
378663,4.3,21366.0,22000,22000,3
321587,2.9,82470.0,6850,6000,7
122117,2.9,41108.0,21700,21700,2
28637,4.0,21320.0,17300,19400,3
237650,4.6,7519.0,25200,23600,0
317674,2.1,126426.0,1875,2100,11
432700,2.0,167705.0,3900,2100,6
307752,3.4,95767.0,10750,10100,7
92808,3.8,105314.0,3175,4100,11
358777,3.7,81251.0,6400,6700,9
446121,3.6,189659.0,8725,9200,8
342013,3.5,133252.0,7650,7000,9
390112,3.9,52117.0,9250,9300,2
355070,4.4,25285.0,26300,27750,2
184298,1.9,88777.0,3175,3000,7
261939,2.6,81463.0,9600,9000,9
149024,3.9,78742.0,11500,12300,10
331376,2.1,18426.0,13300,10000,1
104396,2.8,195613.0,1700,1500,14
438738,1.9,113506.0,4050,3600,10
51845,1.9,60980.0,13200,9400,3
357609,3.9,41790.0,11000,11000,2
537866,3.4,64673.0,9250,9400,1
289080,1.9,106226.0,1775,1100,12
157026,3.3,56498.0,9425,9500,2
254128,4.2,83139.0,6725,7400,4
183574,,99660.0,4550,4900,4
210732,3.2,38262.0,9550,9500,2
135909,3.7,93678.0,16200,17000,8
526896,2.1,31995.0,15500,12500,4
168096,4.2,42696.0,33300,34500,3
31955,3.6,48777.0,9925,11700,5
428713,2.8,27266.0,12050,12600,3
482673,2.5,37580.0,15750,16000,3
494442,4.1,43596.0,21300,22100,2
386586,1.9,147967.0,3475,2700,8
539548,3.2,41195.0,14900,14400,1
70305,2.9,60272.0,11950,12100,2
109570,3.5,14303.0,10850,10400,3
341898,1.9,121890.0,1950,1600,14
141330,1.9,136640.0,2650,2700,12
95326,3.5,37998.0,11750,14400,3
456042,2.3,164217.0,1675,1300,13
199976,1.9,115486.0,1550,750,13
253058,3.5,80121.0,27500,26000,6
7464,,114314.0,3375,3200,11
96660,5.0,53302.0,32900,34000,2
55283,3.6,142614.0,2625,3800,8
321128,3.8,56264.0,9650,9900,5
503819,3.3,40473.0,16150,15200,1
545817,3.5,27470.0,15600,14300,1
252814,4.1,24766.0,19650,20700,4
202271,1.9,111610.0,2500,2600,8
299268,4.0,17650.0,23400,22900,1
385906,4.9,170412.0,8000,10200,16
263904,2.3,17483.0,19850,17800,4
231436,3.6,76265.0,5575,5600,8
60339,3.7,28598.0,11850,11500,3
79203,3.4,38103.0,17400,16200,2
160652,4.6,15674.0,28400,28500,1
64458,4.2,192535.0,2025,1700,16
209979,4.3,64648.0,5225,7000,6
432963,,131972.0,3775,4100,8
519144,3.9,43132.0,10700,10800,2
59231,4.1,26583.0,12350,12000,3
122138,1.9,22749.0,23300,20300,2
62041,3.6,35941.0,9700,9750,3
47934,4.7,27647.0,13000,13100,3
331637,4.5,87192.0,11950,12300,7
549584,1.9,98847.0,5300,2900,7
30592,4.9,4887.0,18550,19100,1
312212,4.6,61544.0,15350,17100,3
310884,4.6,12961.0,11100,9600,0
368938,3.7,29878.0,22100,23200,3
69088,4.2,39368.0,30200,30250,7
376068,2.2,100522.0,5725,7700,9
60611,2.9,173886.0,2875,4300,9
129309,1.9,35362.0,13450,12200,3
458236,1.9,72580.0,5325,4200,7
9868,3.6,30994.0,16400,16200,2
545218,3.7,65276.0,25500,24500,2
292337,3.7,75433.0,10250,9801,2
153992,4.2,74510.0,7400,10000,7
238647,3.6,154717.0,2575,2000,11
39741,3.9,41340.0,11400,11300,1
46151,2.9,101962.0,9675,11000,7
343360,4.4,39970.0,30900,30800,3
237184,4.9,9438.0,31500,28000,1
206176,4.1,32590.0,13100,13600,1
452473,1.9,237229.0,2150,2600,11
337333,3.5,89408.0,14300,14300,4
16335,3.8,28253.0,21400,22000,3
6047,2.0,28684.0,11250,5100,1
6094,4.0,38214.0,12800,13700,1
300474,4.3,91725.0,18750,20000,8
438097,3.2,114968.0,3375,5000,10
133766,2.6,56325.0,13350,12400,2
244960,3.0,68687.0,8900,9100,3
86093,2.9,52151.0,11100,11100,2
381872,3.9,46504.0,15800,16200,3
206686,3.9,46007.0,23400,22600,2
12576,3.6,133945.0,18450,19250,7
236056,,2292.0,15900,15300,0
175425,4.8,73279.0,24800,23200,4
116301,4.1,60532.0,17600,18700,7
271284,3.5,22298.0,10100,9800,2
382210,3.8,90168.0,10200,10500,4
50369,3.8,27023.0,24000,27500,2
302695,1.9,122480.0,2850,2500,10
60383,3.7,66047.0,18550,17800,5
377833,1.9,139048.0,1100,700,14
156377,3.8,22260.0,21100,18000,3
234105,2.0,100630.0,12250,9600,7
61260,3.5,59192.0,8800,8400,2
491267,3.7,88301.0,18100,18700,9
374520,1.9,141650.0,5625,4500,7
513830,2.2,130404.0,6050,3400,8
312199,3.6,19516.0,23800,22000,3
189774,3.9,44278.0,13750,14000,5
383377,3.9,13165.0,29700,31200,2
535559,3.2,105853.0,2225,1800,12
379468,4.8,9644.0,21600,21300,0
219792,2.0,219773.0,2525,2250,9
59066,1.0,30737.0,13150,9300,1
148805,3.6,26416.0,23800,22750,3
371539,2.6,45524.0,8325,9800,5
117769,4.8,9371.0,31600,26900,2
43740,3.8,123543.0,9975,12800,9
310424,2.7,59409.0,11350,10800,4
283680,4.3,34824.0,18450,18500,1
157055,2.9,56930.0,8925,8900,2
240693,2.9,119186.0,1550,1400,9
423897,4.2,10543.0,19350,19300,1
537518,,174736.0,8150,6300,6
351987,4.4,30706.0,17500,16600,2
501189,3.7,53865.0,12150,12300,2
236380,4.1,18951.0,31800,28400,1
411576,4.3,47301.0,8825,9900,4
337243,4.6,40267.0,11050,11500,1
340653,4.2,43219.0,25700,26600,3
52479,2.5,97061.0,1525,2400,13
328985,4.0,31867.0,26500,25250,5
70821,4.2,133259.0,8200,8400,3
33979,1.9,91690.0,8550,7500,7
14652,4.4,39791.0,19700,22000,3
442528,4.4,10088.0,30000,29700,1
204884,3.3,61871.0,5800,6600,10
170776,4.2,6206.0,14600,14200,0
537172,2.9,50386.0,9500,9000,2
98446,2.2,127931.0,7225,5400,10
353974,3.4,33523.0,27500,24000,3
530327,4.1,62212.0,17450,16900,5
502186,3.1,76001.0,9025,8500,4
482261,4.0,44282.0,13200,14000,4
423100,4.7,5455.0,14650,12000,2
157178,2.9,26792.0,13850,11600,4
351251,4.3,15940.0,15950,18000,3
186114,2.9,69671.0,10100,10400,4
265325,4.6,19086.0,19500,22200,1
542722,2.8,55390.0,10700,11900,3
195199,3.6,54040.0,16000,15300,2
433202,2.7,162448.0,3875,4500,10
186408,3.2,59196.0,20600,20700,2
478620,3.7,32003.0,12450,12300,3
248599,4.5,20225.0,11750,12000,2
32072,4.4,59709.0,5950,7000,7
404411,2.8,152251.0,3675,3900,10
122674,2.4,54845.0,10650,10800,4
441368,2.8,170555.0,5725,5600,8
194416,4.0,13352.0,24400,25300,4
70196,3.5,19622.0,18400,17500,1
5024,,149586.0,1700,1900,15
79239,1.9,38341.0,10400,9301,2
464229,3.5,45234.0,13850,13000,3
35439,2.9,46618.0,28500,31500,2
108826,2.8,149092.0,5525,5800,9
290279,3.7,37760.0,28000,25100,2
177962,4.1,80348.0,13700,14400,5
58189,3.5,62223.0,11300,10800,2
164614,2.7,153563.0,4500,5300,7
120347,4.5,40354.0,19800,22700,7
527821,5.0,21784.0,37100,34500,1
529977,3.6,73863.0,10150,9700,8
142806,3.9,99318.0,5300,5200,7
532509,3.6,64991.0,21800,21400,2
476184,,186349.0,2575,1950,13
126130,3.3,48551.0,20700,19800,3
160666,3.6,14504.0,25900,25000,1
349546,2.0,178859.0,1625,1500,13
394942,4.3,113098.0,15300,15000,7
18674,1.0,25056.0,14400,12100,1
237763,2.8,40503.0,14700,14200,3
201103,1.9,69667.0,22400,20500,4
108982,1.9,136533.0,4000,1500,7
170109,3.1,13642.0,38200,35500,2
404260,2.8,114896.0,16500,13800,4
245612,1.9,158580.0,3575,1500,8
8067,,143606.0,12250,14500,7
70021,2.0,36232.0,8350,7600,5
103277,3.5,26964.0,12350,13300,3
138390,3.6,42091.0,16950,16800,1
180519,4.7,30408.0,25800,28800,2
324424,3.8,101022.0,8800,8200,7
206277,4.1,36782.0,25600,25200,3
458678,2.8,187155.0,2525,3700,12
78533,1.5,26536.0,18850,7000,3
535392,3.2,120854.0,7475,5900,10
548747,3.7,19432.0,15250,16500,2
96338,4.1,138409.0,5500,5600,9
278951,3.6,81450.0,13000,13200,5
41354,4.6,35708.0,16600,18500,5
464186,1.9,80000.0,1825,600,14
367664,5.0,3358.0,20700,21000,1
369682,3.9,24065.0,9975,9700,2
24316,3.5,27699.0,12350,15000,3
46397,1.9,141853.0,5050,3200,11
382000,3.7,78756.0,9775,8900,8
434544,2.3,149587.0,900,1400,17
518753,3.1,188252.0,12600,8500,6
192988,4.1,36094.0,46500,45000,3
276780,3.3,97211.0,17750,17900,9
259099,4.7,40716.0,13350,14300,4
304250,4.1,18859.0,20500,19400,2
544517,3.9,40327.0,13900,14400,3
97565,3.5,32003.0,11750,11900,2
191106,2.6,165021.0,5675,6000,9
416578,4.2,162621.0,3750,5700,11
457601,1.9,228590.0,2475,1600,7
273106,3.6,7632.0,25700,26100,1
90259,2.5,130078.0,13350,12100,3
501544,2.7,63084.0,10950,10100,2
173333,2.8,68557.0,5200,5300,7
56427,1.0,6839.0,16050,11000,0
330779,2.9,53336.0,8275,8000,5
523931,,81096.0,12200,10100,3
422802,3.9,30536.0,10050,9800,1
222460,1.9,88825.0,5375,3000,8
524800,,173270.0,1025,450,15
257498,4.4,19504.0,20200,23700,1
45159,3.5,82052.0,7775,8800,9
56790,4.0,36213.0,11500,12000,3
72205,4.3,95067.0,12050,12500,6
408679,2.0,155405.0,700,375,15
429508,5.0,11519.0,22200,23000,0
437809,2.0,125306.0,3850,1500,7
445080,3.7,259537.0,6125,10600,8
538110,3.8,137398.0,7700,8100,4
403687,2.8,32739.0,8975,9200,3
102276,3.5,121597.0,8350,8500,4
197157,3.4,58346.0,21900,19000,4
440459,3.5,95184.0,16200,13900,5
206899,3.5,24094.0,43600,43800,1
52131,3.8,91165.0,6975,8300,7
212899,3.9,34452.0,10600,10600,3
16386,4.2,29727.0,21000,22250,3
174573,1.9,103472.0,3300,2200,8
3736,3.5,86314.0,6300,4000,9
505405,2.0,128105.0,8825,7900,3
280754,1.9,102581.0,2675,1500,12
52924,1.8,95888.0,5100,2200,9
417269,2.8,34489.0,21000,19250,3
171178,4.2,37052.0,12950,13400,3
281711,3.5,33163.0,15450,15300,1
402656,4.4,70456.0,23500,23200,6
38122,2.6,44057.0,14250,14700,2
20889,3.4,80185.0,15700,15750,7
280518,1.0,97081.0,10700,7200,8
146973,3.3,44597.0,12800,13400,2
331563,4.2,22275.0,28200,28300,2
140885,2.8,35092.0,22200,20800,3
311629,3.9,24995.0,23200,22800,2
242101,4.2,34580.0,12900,12900,1
188471,4.0,42030.0,12700,13900,1
30245,3.5,76605.0,12050,16500,8
289806,1.9,105609.0,7975,5100,8
293856,3.7,22410.0,16400,16000,3
33953,3.6,83726.0,8075,8000,6
103188,4.3,18148.0,16400,17300,1
370009,1.0,134138.0,3025,850,9
521759,4.4,20094.0,26600,26100,1
300845,1.9,100634.0,1125,1500,17
102731,4.8,22201.0,31800,32700,3
382328,2.7,56526.0,8875,6900,5
91779,4.5,6520.0,25100,25300,1
398846,4.1,12420.0,25400,24400,1
510017,4.0,29571.0,14750,15500,3
328736,3.3,102588.0,8175,7200,8
53577,4.6,38083.0,16300,16500,1
394014,4.8,24284.0,21000,23000,2
274197,3.8,65025.0,8075,8100,3
338483,1.9,40910.0,16900,13600,3
374786,2.8,28004.0,11550,8800,4
440767,2.6,53691.0,13300,11100,8
165193,4.0,59735.0,12450,12600,3
224981,1.0,71904.0,7575,4800,5
308213,3.5,34268.0,13100,12800,2
490757,1.9,20078.0,10700,9100,3
118966,2.5,62291.0,20500,18600,5
392034,3.5,95042.0,4700,5200,4
299197,4.5,32143.0,15200,15500,1
458322,5.0,4132.0,13150,13000,1
188375,2.3,148940.0,6150,6300,7
399345,1.9,123954.0,2625,1400,9
109705,4.1,51860.0,9850,10100,5
510007,2.9,37023.0,28400,26800,3
59116,3.6,29323.0,22600,21500,3
214528,4.3,17783.0,23500,28000,2
318516,4.4,93608.0,9475,11400,8
47605,4.4,26021.0,22300,23700,2
146743,3.8,102671.0,10300,8400,4
177159,4.4,128410.0,19650,18400,2
49757,3.2,97283.0,7675,5900,6
174007,4.7,28441.0,16600,16900,2
407236,1.9,161449.0,6150,4600,9
15903,1.0,8272.0,26700,11000,1
425435,1.9,183525.0,950,650,15
71857,3.5,155040.0,4925,7000,11
15138,3.6,90048.0,9875,11500,8
305073,3.6,34849.0,13800,13100,3
346609,4.9,10713.0,25500,27400,1
491538,2.7,89871.0,6125,4700,7
281185,3.8,51512.0,9625,9900,4
278428,3.0,63280.0,8200,8200,3
63695,1.9,127705.0,1800,1200,15
378513,3.7,22623.0,20400,20500,1
181543,4.2,25300.0,41900,40250,3
514981,3.5,39820.0,14200,13900,1
171785,4.2,67203.0,20800,21800,4
114822,4.4,18528.0,28200,28800,1
54210,1.9,61323.0,12500,7400,8
393570,1.9,163066.0,1325,1350,12
214935,4.4,43322.0,15050,14900,3
121433,4.2,6717.0,15650,14900,1
300518,4.4,20295.0,27700,28000,2
69103,3.9,55433.0,8150,10500,12
224505,2.6,90288.0,4825,3200,10
143418,3.6,25569.0,13500,14400,3
391051,2.9,62918.0,24600,23000,4
231854,3.6,37753.0,12750,11750,2
119918,4.0,47947.0,17600,19000,5
514549,3.9,43339.0,11400,10800,3
365759,4.3,38626.0,27500,30250,4
112192,4.9,3567.0,12400,13400,1
145931,3.8,84654.0,11350,13000,7
166290,3.7,46465.0,17700,16500,5
20906,3.5,77709.0,15900,16000,7
44709,4.5,35848.0,15750,16400,2
221435,2.8,149467.0,5400,7600,10
159180,4.6,57002.0,13350,11400,2
460076,1.9,62265.0,9725,4400,3
314554,3.9,71912.0,26000,23600,3
521721,3.9,83869.0,13900,15600,6
